id_time,time,dt_object,orig_value,date_only,score_AnDePeDPro,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,raw_anomaly,anomaly_window_mask,is_ground_truth
0,2023-10-09 00:00:00+00:00,2023-10-09 00:00:00+00:00,6701.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,12734.5,6033.5,0,0,0,False
1,2023-10-09 01:00:00+00:00,2023-10-09 01:00:00+00:00,9398.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,12705.0,3307.0,0,0,0,False
2,2023-10-09 02:00:00+00:00,2023-10-09 02:00:00+00:00,15859.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999965067656,2,0,12401.0,3458.0,0,0,0,False
3,2023-10-09 03:00:00+00:00,2023-10-09 03:00:00+00:00,19217.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9744017724973548,1,0,12097.0,7120.0,0,0,0,False
4,2023-10-09 04:00:00+00:00,2023-10-09 04:00:00+00:00,15196.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.6562213661074435,1,0,11899.0,3297.0,0,0,0,False
5,2023-10-09 05:00:00+00:00,2023-10-09 05:00:00+00:00,12097.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.6294082364356974,1,0,11701.0,396.0,0,0,0,False
6,2023-10-09 06:00:00+00:00,2023-10-09 06:00:00+00:00,11701.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.653112142860921,1,0,10549.5,1151.5,0,0,0,False
7,2023-10-09 07:00:00+00:00,2023-10-09 07:00:00+00:00,13549.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.5448813201181274,1,0,9398.0,4151.0,0,0,0,False
8,2023-10-09 08:00:00+00:00,2023-10-09 08:00:00+00:00,12705.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.5499467747263527,1,0,8989.0,3716.0,0,0,0,False
9,2023-10-09 09:00:00+00:00,2023-10-09 09:00:00+00:00,13787.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.5774797487377126,1,0,8580.0,5207.0,0,0,0,False
10,2023-10-09 10:00:00+00:00,2023-10-09 10:00:00+00:00,12764.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.5505178925419862,1,0,8039.0,4725.0,0,0,0,False
11,2023-10-09 11:00:00+00:00,2023-10-09 11:00:00+00:00,8580.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9276477204807256,1,0,7498.0,1082.0,0,0,0,False
12,2023-10-09 12:00:00+00:00,2023-10-09 12:00:00+00:00,7498.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9473777989223128,1,0,7459.0,39.0,0,0,0,False
13,2023-10-09 13:00:00+00:00,2023-10-09 13:00:00+00:00,7420.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9254152797806344,1,0,7459.0,39.0,0,0,0,False
14,2023-10-09 14:00:00+00:00,2023-10-09 14:00:00+00:00,6670.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9343670418386608,1,0,7045.0,375.0,0,0,0,False
15,2023-10-09 15:00:00+00:00,2023-10-09 15:00:00+00:00,6083.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9355719627009388,1,0,7045.0,962.0,0,0,0,False
16,2023-10-09 16:00:00+00:00,2023-10-09 16:00:00+00:00,5883.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.9232613234097872,1,0,7045.0,1162.0,0,0,0,False
17,2023-10-09 17:00:00+00:00,2023-10-09 17:00:00+00:00,5945.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.901931592579325,1,0,7045.0,1100.0,0,0,0,False
18,2023-10-09 18:00:00+00:00,2023-10-09 18:00:00+00:00,6637.0,2023-10-09,1.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.8477641254065609,1,0,7045.0,408.0,0,0,0,False
19,2023-10-09 19:00:00+00:00,2023-10-09 19:00:00+00:00,6000.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.8715545124999037,1,0,7045.0,1045.0,0,0,0,False
20,2023-10-09 20:00:00+00:00,2023-10-09 20:00:00+00:00,5782.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.8699041617845793,1,0,7045.0,1263.0,0,0,0,False
21,2023-10-09 21:00:00+00:00,2023-10-09 21:00:00+00:00,5692.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.862047440690594,1,0,7045.0,1353.0,0,0,0,False
22,2023-10-09 22:00:00+00:00,2023-10-09 22:00:00+00:00,5447.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.8638898751190112,1,0,7045.0,1598.0,0,0,0,False
23,2023-10-09 23:00:00+00:00,2023-10-09 23:00:00+00:00,5917.0,2023-10-09,1.0,0.0,0.0,0.0,0.0,0.0,0.8238149461553925,1,0,7045.0,1128.0,0,0,0,False
24,2023-10-10 00:00:00+00:00,2023-10-10 00:00:00+00:00,5032.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8675887084076861,1,0,6990.0,1958.0,0,0,0,False
25,2023-10-10 01:00:00+00:00,2023-10-10 01:00:00+00:00,6522.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7568901883453216,1,0,6653.5,131.5,0,0,0,False
26,2023-10-10 02:00:00+00:00,2023-10-10 02:00:00+00:00,11173.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.688101327468447,1,0,6579.5,4593.5,0,0,0,False
27,2023-10-10 03:00:00+00:00,2023-10-10 03:00:00+00:00,13211.0,2023-10-10,1.0,0.875,0.0,0.0,0.0,0.0,0.8408550004733211,1,0,6485.0,6726.0,0,0,0,False
28,2023-10-10 04:00:00+00:00,2023-10-10 04:00:00+00:00,11720.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7201186691068665,1,0,6485.0,5235.0,0,0,0,False
29,2023-10-10 05:00:00+00:00,2023-10-10 05:00:00+00:00,11340.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.6814567140595671,1,0,6485.0,4855.0,0,0,0,False
30,2023-10-10 06:00:00+00:00,2023-10-10 06:00:00+00:00,12034.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7400170512881045,1,0,6564.0,5470.0,0,0,0,False
31,2023-10-10 07:00:00+00:00,2023-10-10 07:00:00+00:00,11547.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.6915703202169845,1,0,6485.0,5062.0,0,0,0,False
32,2023-10-10 08:00:00+00:00,2023-10-10 08:00:00+00:00,12440.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.7645100149184645,1,0,6485.0,5955.0,0,0,0,False
33,2023-10-10 09:00:00+00:00,2023-10-10 09:00:00+00:00,10982.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.6008424887235844,1,0,6485.0,4497.0,0,0,0,False
34,2023-10-10 10:00:00+00:00,2023-10-10 10:00:00+00:00,11181.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.5987928170538347,1,0,6564.0,4617.0,0,0,0,False
35,2023-10-10 11:00:00+00:00,2023-10-10 11:00:00+00:00,7310.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8113837422763804,1,0,6564.0,746.0,0,0,0,False
36,2023-10-10 12:00:00+00:00,2023-10-10 12:00:00+00:00,6274.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8779226177859241,1,0,6564.0,290.0,0,0,0,False
37,2023-10-10 13:00:00+00:00,2023-10-10 13:00:00+00:00,6448.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8593944034526246,1,0,6650.5,202.5,0,0,0,False
38,2023-10-10 14:00:00+00:00,2023-10-10 14:00:00+00:00,5786.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8925272485118467,1,0,6859.0,1073.0,0,0,0,False
39,2023-10-10 15:00:00+00:00,2023-10-10 15:00:00+00:00,5967.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8745778368140228,1,0,6859.0,892.0,0,0,0,False
40,2023-10-10 16:00:00+00:00,2023-10-10 16:00:00+00:00,6383.0,2023-10-10,1.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.8403162912358535,1,0,6859.0,476.0,0,0,0,False
41,2023-10-10 17:00:00+00:00,2023-10-10 17:00:00+00:00,6606.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8179504752530835,1,0,6859.0,253.0,0,0,0,False
42,2023-10-10 18:00:00+00:00,2023-10-10 18:00:00+00:00,5630.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8790043404324687,1,0,6859.0,1229.0,0,0,0,False
43,2023-10-10 19:00:00+00:00,2023-10-10 19:00:00+00:00,5197.0,2023-10-10,1.0,0.0,0.0,0.0,0.0,0.0,0.8967002939165036,1,0,6859.0,1662.0,0,0,0,False
