Unnamed: 0,algorithm,dataset,timestep,orig_value,remainder_value,anomaly_score,score_AnDePeDPro,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,is_ground_truth,is_final_anomaly
0,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,0,1.732,-0.4328925816626628,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.798,0.06600000000000006,0,False,0
1,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,1,1.732,-0.4328925816626628,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1,0,1.798,0.06600000000000006,0,False,0
2,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,2,1.96,0.1232049793129465,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,1.798,0.16199999999999992,0,False,0
3,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,3,1.732,-0.4328925816626628,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7602499389065233,1,0,1.798,0.06600000000000006,0,False,0
4,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,4,1.706,-0.4963072158090043,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.799742836843564,1,0,1.798,0.09200000000000008,0,False,0
5,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,5,1.734,-0.428014532882175,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6580117397046338,1,0,1.798,0.06400000000000006,0,False,0
6,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,6,1.766,-0.34996575239437,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000003,1,0,1.798,0.03200000000000003,0,False,0
7,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,7,1.766,-0.34996575239437,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000003,1,0,1.798,0.03200000000000003,0,False,0
8,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,8,2.026,0.2841805890690433,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9997080242144988,2,0,1.798,0.22799999999999976,0,False,0
9,AnDePeDPro,ec2_cpu_utilization_53ea38_adddata-240214123601,9,1.7619999999999998,-0.3597218499553465,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6191748455395083,1,0,1.798,0.036000000000000254,0,False,0
