Unnamed: 0,algorithm,dataset,timestep,orig_value,remainder_value,anomaly_score,score_AnDePeDPro,score_bayesChangePt,score_contextOSE,score_earthgeckoSkyline,score_knncad,score_relativeEntropy,score_windowedGaussian,detector_votes,is_detector_anomaly,expected_pattern,pattern_deviation,is_pattern_anomaly,is_ground_truth,is_final_anomaly
0,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,0,94.0,0.2368072754673319,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,50.5,43.5,0,False,0
1,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,1,56.0,-0.0075657148863658,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2,0,50.0,6.0,0,False,0
2,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,2,187.0,0.8348780150171712,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999981236052,2,0,50.0,137.0,0,False,0
3,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,3,95.0,0.2432381436345345,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.623613022939234,1,0,50.0,45.0,0,False,0
4,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,4,51.0,-0.0397200557223785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8812959169193932,1,0,50.0,1.0,0,False,0
5,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,5,10.0,-0.3033856505776841,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9620048956394962,1,0,50.0,40.0,0,False,0
6,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,6,49.0,-0.0525817920567838,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7267069411645749,1,0,50.0,1.0,0,False,0
7,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,7,79.0,0.1403442529592934,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5119991936282868,1,0,50.0,29.0,0,False,0
8,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,8,24.0,-0.213353496236848,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8637593206424449,1,0,50.5,26.5,0,False,0
9,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,9,73.0,0.1017590439560779,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5108414498587848,1,0,51.0,22.0,0,False,0
10,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,10,45.0,-0.078305264725594,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7176328202916462,1,0,51.5,6.5,0,False,0
11,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,11,9.0,-0.3098165187448867,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.909913896710378,1,0,52.0,43.0,0,False,0
12,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,12,33.0,-0.1554756827320249,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7510074329073471,1,0,53.0,20.0,0,False,0
13,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,13,14.0,-0.2776621779088738,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8554770693631186,1,0,54.0,40.0,0,False,0
14,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,14,57.0,-0.0011348467191631,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5132158202557804,1,0,54.5,2.5,0,False,0
15,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,15,139.0,0.5261963429914477,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9673192841657432,1,0,55.0,84.0,0,False,0
16,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,16,21.0,-0.2326461007384558,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8186255071757153,1,0,55.5,34.5,0,False,0
17,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,17,47.0,-0.0654435283911889,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6182727696239271,1,0,55.0,8.0,0,False,0
18,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,18,124.0,0.4297333204834092,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9213723289515034,1,0,55.5,68.5,0,False,0
19,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,19,34.0,-0.1490448145648223,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7386962809486832,1,0,55.0,21.0,0,False,0
20,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,20,73.0,0.1017590439560779,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5951491009511496,1,0,55.5,17.5,0,False,0
21,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,21,6.0,-0.3291091232464943,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8985046738718169,1,0,55.0,49.0,0,False,0
22,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,22,115.0,0.3718555069785859,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.889260819884345,1,0,55.5,59.5,0,False,0
23,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,23,14.0,-0.2776621779088738,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.856740452228448,1,0,56.0,42.0,0,False,0
24,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,24,21.0,-0.2326461007384558,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.806649170435961,1,0,56.0,35.0,0,False,0
25,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,25,91.0,0.2175146709657243,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7617328700107227,1,0,56.0,35.0,0,False,0
26,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,26,55.0,-0.0139965830535683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5447891773013864,1,0,56.0,1.0,0,False,0
27,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,27,85.0,0.1789294619625088,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.716376451735418,1,0,56.0,29.0,0,False,0
28,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,28,102.0,0.2882542208049525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8289704138918913,1,0,56.0,46.0,0,False,0
29,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,29,119.0,0.3975789796473963,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9052076057892452,1,0,56.0,63.0,0,False,0
30,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,30,139.0,0.5261963429914477,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.956454406822382,1,0,55.5,83.5,0,False,0
31,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,31,69.0,0.0760355712872676,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5222589544138942,1,0,56.0,13.0,0,False,0
32,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,32,142.0,0.5454889474930554,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.955470853211968,1,0,56.0,86.0,0,False,0
33,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,33,45.0,-0.078305264725594,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.69966530747098,1,0,56.0,11.0,0,False,0
34,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,34,48.0,-0.0590126602239863,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6725804317076148,1,0,56.0,8.0,0,False,0
35,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,35,3.0,-0.3484017277481021,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.926412427283645,1,0,56.0,53.0,0,False,0
36,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,36,32.0,-0.1619065508992275,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.772629948006615,1,0,56.0,24.0,0,False,0
37,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,37,4.0,-0.3419708595808995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9123523204900572,1,0,56.0,52.0,0,False,0
38,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,38,72.0,0.0953281757888754,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5763522164284787,1,0,56.5,15.5,0,False,0
39,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,39,103.0,0.2946850889721552,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.811077672288341,1,0,56.0,47.0,0,False,0
40,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,40,64.0,0.0438812304512548,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5042420968067954,1,0,56.0,8.0,0,False,0
41,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,41,44.0,-0.0847361328927965,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6786020976873479,1,0,56.0,12.0,0,False,0
42,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,42,30.0,-0.1747682872336327,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.781538590170896,1,0,56.5,26.5,0,False,0
43,AnDePeDPro,elb_request_count_8c0756_adddata-240214123611,43,4.0,-0.3419708595808995,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9131985613805638,1,0,56.0,52.0,0,False,0
